id,user_id,leave_type,start_date,end_date,days_requested,reason,status,created_at
56,19,emergency,2025-02-23,2025-02-25,3,Synthetic data for demo,approved,2025-02-04
57,62,personal,2025-02-23,2025-02-23,1,Synthetic data for demo,approved,2025-02-18
58,45,sick,2025-02-24,2025-02-24,1,Synthetic data for demo,pending,2025-02-12
59,56,annual,2025-02-24,2025-02-25,2,Synthetic data for demo,approved,2025-02-11
60,54,annual,2025-02-24,2025-02-24,1,Synthetic data for demo,approved,2025-02-16
61,70,personal,2025-02-25,2025-02-28,4,Synthetic data for demo,approved,2025-02-17
62,16,sick,2025-02-25,2025-02-25,1,Synthetic data for demo,approved,2025-02-23
63,37,vacation,2025-02-25,2025-02-28,4,Synthetic data for demo,approved,2025-02-13
64,114,vacation,2025-02-26,2025-02-28,3,Synthetic data for demo,approved,2025-02-20
65,51,vacation,2025-02-26,2025-02-26,1,Synthetic data for demo,approved,2025-02-21
66,30,personal,2025-02-27,2025-03-02,4,Synthetic data for demo,approved,2025-02-16
67,76,vacation,2025-02-27,2025-03-03,5,Synthetic data for demo,rejected,2025-02-17
68,67,annual,2025-02-27,2025-03-03,5,Synthetic data for demo,approved,2025-02-13
69,63,annual,2025-02-27,2025-02-28,2,Synthetic data for demo,rejected,2025-02-21
70,9,annual,2025-02-28,2025-03-04,5,Synthetic data for demo,approved,2025-02-26
71,68,sick,2025-02-28,2025-03-01,2,Synthetic data for demo,approved,2025-02-26
72,90,personal,2025-03-02,2025-03-05,4,Synthetic data for demo,approved,2025-02-27
73,61,unpaid,2025-03-02,2025-03-06,5,Synthetic data for demo,rejected,2025-02-21
74,38,emergency,2025-03-02,2025-03-02,1,Synthetic data for demo,approved,2025-02-16
75,26,personal,2025-03-03,2025-03-05,3,Synthetic data for demo,approved,2025-02-27
76,51,unpaid,2025-03-03,2025-03-07,5,Synthetic data for demo,approved,2025-02-27
77,101,unpaid,2025-03-03,2025-03-06,4,Synthetic data for demo,approved,2025-02-28
78,101,vacation,2025-03-04,2025-03-07,4,Synthetic data for demo,approved,2025-02-14
79,19,vacation,2025-03-05,2025-03-05,1,Synthetic data for demo,approved,2025-02-27
80,120,vacation,2025-03-05,2025-03-07,3,Synthetic data for demo,approved,2025-02-27
81,30,vacation,2025-03-06,2025-03-09,4,Synthetic data for demo,approved,2025-02-23
82,112,vacation,2025-03-06,2025-03-10,5,Synthetic data for demo,rejected,2025-02-20
83,103,personal,2025-03-06,2025-03-08,3,Synthetic data for demo,approved,2025-02-16
84,15,vacation,2025-03-06,2025-03-10,5,Synthetic data for demo,approved,2025-02-17
85,64,sick,2025-03-06,2025-03-06,1,Synthetic data for demo,pending,2025-02-26
86,41,sick,2025-03-07,2025-03-08,2,Synthetic data for demo,pending,2025-03-06
87,83,vacation,2025-03-07,2025-03-09,3,Synthetic data for demo,approved,2025-02-24
88,1,unpaid,2025-03-08,2025-03-12,5,Synthetic data for demo,approved,2025-02-24
89,119,annual,2025-03-08,2025-03-11,4,Synthetic data for demo,rejected,2025-03-02
90,116,emergency,2025-03-09,2025-03-13,5,Synthetic data for demo,approved,2025-02-28
91,116,unpaid,2025-03-09,2025-03-12,4,Synthetic data for demo,pending,2025-03-06
92,36,annual,2025-03-10,2025-03-10,1,Synthetic data for demo,approved,2025-02-21
93,119,vacation,2025-03-10,2025-03-11,2,Synthetic data for demo,approved,2025-02-19
94,9,sick,2025-03-10,2025-03-13,4,Synthetic data for demo,approved,2025-02-27
95,97,annual,2025-03-10,2025-03-12,3,Synthetic data for demo,approved,2025-02-22
96,45,emergency,2025-03-11,2025-03-11,1,Synthetic data for demo,rejected,2025-02-26
97,93,vacation,2025-03-12,2025-03-12,1,Synthetic data for demo,pending,2025-02-28
98,54,personal,2025-03-12,2025-03-12,1,Synthetic data for demo,approved,2025-03-01
99,4,vacation,2025-03-12,2025-03-15,4,Synthetic data for demo,approved,2025-02-22
100,94,vacation,2025-03-13,2025-03-17,5,Synthetic data for demo,approved,2025-03-04
101,48,vacation,2025-03-13,2025-03-15,3,Synthetic data for demo,approved,2025-02-24
102,42,emergency,2025-03-14,2025-03-16,3,Synthetic data for demo,pending,2025-02-26
103,77,vacation,2025-03-14,2025-03-15,2,Synthetic data for demo,approved,2025-03-11
104,69,sick,2025-03-15,2025-03-15,1,Synthetic data for demo,approved,2025-03-08
105,43,sick,2025-03-15,2025-03-16,2,Synthetic data for demo,approved,2025-02-24
106,77,vacation,2025-03-15,2025-03-17,3,Synthetic data for demo,pending,2025-03-07
107,116,personal,2025-03-15,2025-03-18,4,Synthetic data for demo,approved,2025-03-08
108,108,vacation,2025-03-15,2025-03-17,3,Synthetic data for demo,pending,2025-03-08
109,103,vacation,2025-03-16,2025-03-17,2,Synthetic data for demo,approved,2025-03-09
110,105,vacation,2025-03-16,2025-03-16,1,Synthetic data for demo,rejected,2025-03-05
111,71,vacation,2025-03-16,2025-03-19,4,Synthetic data for demo,approved,2025-02-25
112,120,emergency,2025-03-16,2025-03-17,2,Synthetic data for demo,pending,2025-02-28
113,13,personal,2025-03-17,2025-03-18,2,Synthetic data for demo,approved,2025-02-26
114,113,sick,2025-03-17,2025-03-19,3,Synthetic data for demo,pending,2025-03-02
115,13,sick,2025-03-17,2025-03-17,1,Synthetic data for demo,approved,2025-03-12
116,6,sick,2025-03-18,2025-03-18,1,Synthetic data for demo,approved,2025-03-03
117,8,emergency,2025-03-18,2025-03-20,3,Synthetic data for demo,approved,2025-03-14
118,35,annual,2025-03-19,2025-03-19,1,Synthetic data for demo,approved,2025-03-16
119,61,vacation,2025-03-19,2025-03-19,1,Synthetic data for demo,approved,2025-03-12
120,72,vacation,2025-03-20,2025-03-21,2,Synthetic data for demo,approved,2025-03-13
121,28,vacation,2025-03-20,2025-03-21,2,Synthetic data for demo,approved,2025-03-02
122,60,emergency,2025-03-20,2025-03-22,3,Synthetic data for demo,approved,2025-03-08
123,11,sick,2025-03-21,2025-03-21,1,Synthetic data for demo,approved,2025-03-18
124,14,personal,2025-03-21,2025-03-23,3,Synthetic data for demo,approved,2025-03-16
125,34,personal,2025-03-22,2025-03-26,5,Synthetic data for demo,approved,2025-03-04
126,93,annual,2025-03-22,2025-03-23,2,Synthetic data for demo,pending,2025-03-17
127,89,vacation,2025-03-23,2025-03-27,5,Synthetic data for demo,rejected,2025-03-20
128,73,sick,2025-03-23,2025-03-25,3,Synthetic data for demo,approved,2025-03-15
129,99,sick,2025-03-23,2025-03-23,1,Synthetic data for demo,approved,2025-03-15
130,102,emergency,2025-03-24,2025-03-27,4,Synthetic data for demo,approved,2025-03-21
131,107,personal,2025-03-24,2025-03-25,2,Synthetic data for demo,approved,2025-03-21
132,96,unpaid,2025-03-25,2025-03-27,3,Synthetic data for demo,approved,2025-03-07
133,2,annual,2025-03-26,2025-03-26,1,Synthetic data for demo,approved,2025-03-09
134,20,vacation,2025-03-26,2025-03-29,4,Synthetic data for demo,approved,2025-03-17
135,72,personal,2025-03-27,2025-03-27,1,Synthetic data for demo,pending,2025-03-22
136,101,personal,2025-03-27,2025-03-28,2,Synthetic data for demo,approved,2025-03-17
137,48,emergency,2025-03-27,2025-03-29,3,Synthetic data for demo,approved,2025-03-13
138,96,personal,2025-03-28,2025-03-30,3,Synthetic data for demo,approved,2025-03-20
139,93,vacation,2025-03-28,2025-04-01,5,Synthetic data for demo,approved,2025-03-19
140,18,unpaid,2025-03-28,2025-03-29,2,Synthetic data for demo,approved,2025-03-24
141,111,annual,2025-03-28,2025-04-01,5,Synthetic data for demo,approved,2025-03-21
142,57,emergency,2025-03-28,2025-03-31,4,Synthetic data for demo,approved,2025-03-11
143,54,annual,2025-03-29,2025-03-29,1,Synthetic data for demo,pending,2025-03-12
144,96,sick,2025-03-29,2025-03-29,1,Synthetic data for demo,rejected,2025-03-25
145,55,unpaid,2025-03-29,2025-03-29,1,Synthetic data for demo,approved,2025-03-13
146,87,annual,2025-03-29,2025-04-01,4,Synthetic data for demo,approved,2025-03-21
147,70,vacation,2025-03-30,2025-04-03,5,Synthetic data for demo,approved,2025-03-23
148,46,vacation,2025-03-30,2025-04-02,4,Synthetic data for demo,approved,2025-03-27
149,37,vacation,2025-03-30,2025-04-02,4,Synthetic data for demo,pending,2025-03-16
150,57,annual,2025-03-31,2025-04-03,4,Synthetic data for demo,approved,2025-03-21
151,25,vacation,2025-04-01,2025-04-03,3,Synthetic data for demo,approved,2025-03-27
152,29,vacation,2025-04-02,2025-04-03,2,Synthetic data for demo,rejected,2025-03-27
153,106,annual,2025-04-02,2025-04-02,1,Synthetic data for demo,pending,2025-03-14
154,43,sick,2025-04-02,2025-04-06,5,Synthetic data for demo,approved,2025-03-15
155,37,personal,2025-04-02,2025-04-04,3,Synthetic data for demo,rejected,2025-03-31
156,10,sick,2025-04-03,2025-04-04,2,Synthetic data for demo,pending,2025-03-26
157,71,emergency,2025-04-03,2025-04-06,4,Synthetic data for demo,approved,2025-03-28
158,113,sick,2025-04-04,2025-04-05,2,Synthetic data for demo,approved,2025-03-17
159,47,annual,2025-04-04,2025-04-05,2,Synthetic data for demo,approved,2025-03-22
160,50,vacation,2025-04-04,2025-04-04,1,Synthetic data for demo,rejected,2025-03-30
161,17,annual,2025-04-04,2025-04-08,5,Synthetic data for demo,approved,2025-03-24
162,64,vacation,2025-04-04,2025-04-05,2,Synthetic data for demo,approved,2025-03-30
163,48,vacation,2025-04-05,2025-04-07,3,Synthetic data for demo,approved,2025-03-29
164,16,annual,2025-04-05,2025-04-05,1,Synthetic data for demo,pending,2025-03-26
165,18,personal,2025-04-05,2025-04-05,1,Synthetic data for demo,approved,2025-04-01
166,31,sick,2025-04-05,2025-04-06,2,Synthetic data for demo,pending,2025-04-02
167,1,personal,2025-04-05,2025-04-06,2,Synthetic data for demo,approved,2025-03-17
168,49,unpaid,2025-04-06,2025-04-06,1,Synthetic data for demo,rejected,2025-03-21
169,111,vacation,2025-04-07,2025-04-09,3,Synthetic data for demo,approved,2025-04-06
170,7,personal,2025-04-07,2025-04-10,4,Synthetic data for demo,rejected,2025-03-25
171,96,sick,2025-04-07,2025-04-08,2,Synthetic data for demo,approved,2025-03-20
172,67,vacation,2025-04-08,2025-04-12,5,Synthetic data for demo,approved,2025-03-31
173,55,vacation,2025-04-10,2025-04-10,1,Synthetic data for demo,approved,2025-03-23
174,57,annual,2025-04-11,2025-04-13,3,Synthetic data for demo,approved,2025-04-04
175,11,annual,2025-04-11,2025-04-14,4,Synthetic data for demo,approved,2025-03-23
176,54,annual,2025-04-11,2025-04-14,4,Synthetic data for demo,pending,2025-03-27
177,55,personal,2025-04-11,2025-04-13,3,Synthetic data for demo,approved,2025-04-04
178,114,personal,2025-04-12,2025-04-12,1,Synthetic data for demo,approved,2025-03-29
179,88,vacation,2025-04-12,2025-04-16,5,Synthetic data for demo,approved,2025-04-04
180,42,sick,2025-04-13,2025-04-14,2,Synthetic data for demo,approved,2025-03-31
181,88,sick,2025-04-13,2025-04-16,4,Synthetic data for demo,approved,2025-03-28
182,21,vacation,2025-04-14,2025-04-14,1,Synthetic data for demo,approved,2025-04-08
183,35,emergency,2025-04-14,2025-04-18,5,Synthetic data for demo,approved,2025-03-27
184,116,emergency,2025-04-14,2025-04-16,3,Synthetic data for demo,pending,2025-04-02
185,74,vacation,2025-04-14,2025-04-15,2,Synthetic data for demo,approved,2025-04-02
186,65,annual,2025-04-15,2025-04-17,3,Synthetic data for demo,approved,2025-04-08
187,54,annual,2025-04-15,2025-04-19,5,Synthetic data for demo,approved,2025-03-29
188,103,vacation,2025-04-15,2025-04-17,3,Synthetic data for demo,approved,2025-03-30
189,41,annual,2025-04-16,2025-04-17,2,Synthetic data for demo,approved,2025-04-01
190,76,vacation,2025-04-16,2025-04-18,3,Synthetic data for demo,approved,2025-04-03
191,35,vacation,2025-04-16,2025-04-18,3,Synthetic data for demo,approved,2025-04-04
192,35,annual,2025-04-16,2025-04-17,2,Synthetic data for demo,pending,2025-04-05
193,21,sick,2025-04-16,2025-04-16,1,Synthetic data for demo,rejected,2025-04-09
194,84,sick,2025-04-17,2025-04-20,4,Synthetic data for demo,approved,2025-04-08
195,4,personal,2025-04-18,2025-04-20,3,Synthetic data for demo,pending,2025-04-12
196,118,sick,2025-04-18,2025-04-22,5,Synthetic data for demo,rejected,2025-04-15
197,30,annual,2025-04-18,2025-04-19,2,Synthetic data for demo,approved,2025-04-09
198,14,personal,2025-04-19,2025-04-20,2,Synthetic data for demo,approved,2025-04-09
199,96,unpaid,2025-04-19,2025-04-22,4,Synthetic data for demo,pending,2025-04-18
200,22,sick,2025-04-21,2025-04-23,3,Synthetic data for demo,approved,2025-04-06
201,43,annual,2025-04-21,2025-04-24,4,Synthetic data for demo,rejected,2025-04-05
202,113,vacation,2025-04-21,2025-04-23,3,Synthetic data for demo,rejected,2025-04-07
203,97,vacation,2025-04-21,2025-04-22,2,Synthetic data for demo,approved,2025-04-04
204,69,sick,2025-04-21,2025-04-25,5,Synthetic data for demo,approved,2025-04-15
205,41,annual,2025-04-25,2025-04-28,4,Synthetic data for demo,approved,2025-04-24
206,18,annual,2025-04-25,2025-04-26,2,Synthetic data for demo,approved,2025-04-09
207,55,sick,2025-04-25,2025-04-29,5,Synthetic data for demo,approved,2025-04-14
208,89,vacation,2025-04-25,2025-04-26,2,Synthetic data for demo,approved,2025-04-10
209,50,sick,2025-04-26,2025-04-27,2,Synthetic data for demo,rejected,2025-04-07
210,15,sick,2025-04-26,2025-04-27,2,Synthetic data for demo,approved,2025-04-22
211,119,vacation,2025-04-27,2025-04-30,4,Synthetic data for demo,approved,2025-04-23
212,106,unpaid,2025-04-27,2025-05-01,5,Synthetic data for demo,approved,2025-04-10
213,75,personal,2025-04-27,2025-04-28,2,Synthetic data for demo,approved,2025-04-22
214,64,personal,2025-04-28,2025-04-28,1,Synthetic data for demo,approved,2025-04-16
215,32,vacation,2025-04-28,2025-04-29,2,Synthetic data for demo,rejected,2025-04-13
216,42,vacation,2025-04-28,2025-04-30,3,Synthetic data for demo,approved,2025-04-25
217,63,vacation,2025-04-28,2025-04-30,3,Synthetic data for demo,approved,2025-04-17
218,102,sick,2025-04-28,2025-04-28,1,Synthetic data for demo,approved,2025-04-16
219,108,personal,2025-04-28,2025-05-01,4,Synthetic data for demo,pending,2025-04-24
220,41,personal,2025-04-29,2025-04-30,2,Synthetic data for demo,approved,2025-04-23
221,82,sick,2025-04-29,2025-05-03,5,Synthetic data for demo,approved,2025-04-27
222,13,sick,2025-04-29,2025-05-01,3,Synthetic data for demo,approved,2025-04-16
223,104,sick,2025-04-30,2025-05-02,3,Synthetic data for demo,approved,2025-04-23
224,97,annual,2025-05-01,2025-05-05,5,Synthetic data for demo,approved,2025-04-16
225,56,sick,2025-05-02,2025-05-05,4,Synthetic data for demo,pending,2025-04-13
226,91,vacation,2025-05-03,2025-05-03,1,Synthetic data for demo,pending,2025-04-26
227,11,annual,2025-05-03,2025-05-05,3,Synthetic data for demo,approved,2025-04-17
228,118,vacation,2025-05-03,2025-05-05,3,Synthetic data for demo,pending,2025-04-23
229,57,vacation,2025-05-04,2025-05-04,1,Synthetic data for demo,approved,2025-04-15
230,13,annual,2025-05-04,2025-05-04,1,Synthetic data for demo,approved,2025-04-22
231,112,annual,2025-05-05,2025-05-08,4,Synthetic data for demo,approved,2025-04-27
232,33,personal,2025-05-05,2025-05-07,3,Synthetic data for demo,approved,2025-04-29
233,80,personal,2025-05-05,2025-05-06,2,Synthetic data for demo,approved,2025-04-28
234,37,emergency,2025-05-06,2025-05-06,1,Synthetic data for demo,approved,2025-04-19
235,26,annual,2025-05-07,2025-05-11,5,Synthetic data for demo,approved,2025-04-19
236,13,sick,2025-05-07,2025-05-10,4,Synthetic data for demo,pending,2025-04-20
237,48,sick,2025-05-08,2025-05-12,5,Synthetic data for demo,approved,2025-04-25
238,10,emergency,2025-05-08,2025-05-08,1,Synthetic data for demo,pending,2025-05-03
239,69,vacation,2025-05-09,2025-05-12,4,Synthetic data for demo,pending,2025-04-20
240,45,personal,2025-05-09,2025-05-09,1,Synthetic data for demo,approved,2025-05-03
241,112,annual,2025-05-10,2025-05-12,3,Synthetic data for demo,approved,2025-05-07
242,13,annual,2025-05-10,2025-05-12,3,Synthetic data for demo,approved,2025-04-30
243,77,personal,2025-05-10,2025-05-14,5,Synthetic data for demo,approved,2025-04-22
244,45,vacation,2025-05-10,2025-05-10,1,Synthetic data for demo,rejected,2025-05-07
245,27,vacation,2025-05-10,2025-05-14,5,Synthetic data for demo,approved,2025-04-26
246,105,sick,2025-05-10,2025-05-14,5,Synthetic data for demo,approved,2025-04-30
247,76,vacation,2025-05-11,2025-05-14,4,Synthetic data for demo,approved,2025-05-08
248,54,sick,2025-05-12,2025-05-12,1,Synthetic data for demo,approved,2025-05-08
249,12,annual,2025-05-12,2025-05-12,1,Synthetic data for demo,rejected,2025-05-04
250,50,sick,2025-05-12,2025-05-16,5,Synthetic data for demo,approved,2025-04-23
251,105,sick,2025-05-13,2025-05-14,2,Synthetic data for demo,pending,2025-05-02
252,58,sick,2025-05-13,2025-05-17,5,Synthetic data for demo,rejected,2025-05-02
253,37,annual,2025-05-14,2025-05-17,4,Synthetic data for demo,approved,2025-04-28
254,65,annual,2025-05-16,2025-05-20,5,Synthetic data for demo,approved,2025-05-05
255,96,sick,2025-05-16,2025-05-18,3,Synthetic data for demo,pending,2025-05-10
256,38,sick,2025-05-16,2025-05-18,3,Synthetic data for demo,pending,2025-05-10
257,111,personal,2025-05-18,2025-05-21,4,Synthetic data for demo,approved,2025-04-29
258,108,unpaid,2025-05-18,2025-05-20,3,Synthetic data for demo,approved,2025-05-04
259,55,vacation,2025-05-18,2025-05-20,3,Synthetic data for demo,approved,2025-05-14
260,47,sick,2025-05-18,2025-05-21,4,Synthetic data for demo,rejected,2025-05-16
261,87,annual,2025-05-18,2025-05-20,3,Synthetic data for demo,approved,2025-05-16
262,5,sick,2025-05-18,2025-05-22,5,Synthetic data for demo,pending,2025-05-14
263,113,unpaid,2025-05-19,2025-05-19,1,Synthetic data for demo,approved,2025-05-14
264,43,sick,2025-05-19,2025-05-19,1,Synthetic data for demo,approved,2025-05-16
265,69,annual,2025-05-19,2025-05-20,2,Synthetic data for demo,approved,2025-05-08
266,79,annual,2025-05-20,2025-05-24,5,Synthetic data for demo,approved,2025-05-17
267,11,vacation,2025-05-20,2025-05-22,3,Synthetic data for demo,pending,2025-05-11
268,74,personal,2025-05-21,2025-05-22,2,Synthetic data for demo,approved,2025-05-17
269,53,vacation,2025-05-21,2025-05-24,4,Synthetic data for demo,approved,2025-05-07
270,86,sick,2025-05-21,2025-05-25,5,Synthetic data for demo,approved,2025-05-09
271,60,unpaid,2025-05-22,2025-05-22,1,Synthetic data for demo,approved,2025-05-12
272,111,sick,2025-05-22,2025-05-24,3,Synthetic data for demo,approved,2025-05-17
273,72,vacation,2025-05-23,2025-05-27,5,Synthetic data for demo,pending,2025-05-17
274,58,sick,2025-05-23,2025-05-27,5,Synthetic data for demo,approved,2025-05-07
275,37,emergency,2025-05-24,2025-05-25,2,Synthetic data for demo,approved,2025-05-06
276,116,vacation,2025-05-24,2025-05-26,3,Synthetic data for demo,rejected,2025-05-15
277,45,emergency,2025-05-24,2025-05-26,3,Synthetic data for demo,approved,2025-05-13
278,26,emergency,2025-05-24,2025-05-25,2,Synthetic data for demo,approved,2025-05-21
279,68,annual,2025-05-25,2025-05-25,1,Synthetic data for demo,approved,2025-05-19
280,24,vacation,2025-05-25,2025-05-26,2,Synthetic data for demo,pending,2025-05-14
281,88,emergency,2025-05-25,2025-05-28,4,Synthetic data for demo,approved,2025-05-10
282,47,vacation,2025-05-26,2025-05-27,2,Synthetic data for demo,approved,2025-05-12
283,67,emergency,2025-05-26,2025-05-26,1,Synthetic data for demo,approved,2025-05-24
284,41,sick,2025-05-27,2025-05-28,2,Synthetic data for demo,approved,2025-05-20
285,48,vacation,2025-05-27,2025-05-31,5,Synthetic data for demo,approved,2025-05-12
286,23,sick,2025-05-27,2025-05-28,2,Synthetic data for demo,approved,2025-05-13
287,37,vacation,2025-05-27,2025-05-31,5,Synthetic data for demo,rejected,2025-05-22
288,8,vacation,2025-05-27,2025-05-31,5,Synthetic data for demo,approved,2025-05-26
289,105,sick,2025-05-28,2025-05-30,3,Synthetic data for demo,approved,2025-05-18
290,60,personal,2025-05-28,2025-05-30,3,Synthetic data for demo,approved,2025-05-15
291,101,sick,2025-05-28,2025-05-31,4,Synthetic data for demo,rejected,2025-05-23
292,9,unpaid,2025-05-28,2025-06-01,5,Synthetic data for demo,pending,2025-05-25
293,107,vacation,2025-05-28,2025-05-28,1,Synthetic data for demo,approved,2025-05-20
294,99,annual,2025-05-28,2025-05-31,4,Synthetic data for demo,approved,2025-05-09
295,67,sick,2025-05-29,2025-06-01,4,Synthetic data for demo,pending,2025-05-27
296,22,annual,2025-05-30,2025-06-03,5,Synthetic data for demo,pending,2025-05-24
297,93,emergency,2025-05-30,2025-05-30,1,Synthetic data for demo,rejected,2025-05-22
298,29,vacation,2025-05-30,2025-05-31,2,Synthetic data for demo,approved,2025-05-11
299,1,vacation,2025-05-30,2025-06-01,3,Synthetic data for demo,approved,2025-05-15
300,94,annual,2025-05-30,2025-06-01,3,Synthetic data for demo,rejected,2025-05-22
301,69,unpaid,2025-05-31,2025-06-02,3,Synthetic data for demo,approved,2025-05-27
302,25,vacation,2025-06-01,2025-06-02,2,Synthetic data for demo,approved,2025-05-17
303,29,sick,2025-06-01,2025-06-01,1,Synthetic data for demo,approved,2025-05-23
304,30,vacation,2025-06-02,2025-06-06,5,Synthetic data for demo,rejected,2025-05-31
305,91,sick,2025-06-02,2025-06-04,3,Synthetic data for demo,approved,2025-05-24
306,21,vacation,2025-06-02,2025-06-02,1,Synthetic data for demo,approved,2025-05-29
307,96,annual,2025-06-02,2025-06-04,3,Synthetic data for demo,approved,2025-05-17
308,73,vacation,2025-06-02,2025-06-03,2,Synthetic data for demo,approved,2025-06-01
309,114,vacation,2025-06-02,2025-06-06,5,Synthetic data for demo,rejected,2025-05-28
310,11,personal,2025-06-03,2025-06-03,1,Synthetic data for demo,rejected,2025-05-30
311,26,annual,2025-06-04,2025-06-06,3,Synthetic data for demo,approved,2025-05-29
312,65,sick,2025-06-04,2025-06-07,4,Synthetic data for demo,rejected,2025-05-31
313,113,emergency,2025-06-04,2025-06-08,5,Synthetic data for demo,pending,2025-05-26
314,23,emergency,2025-06-04,2025-06-06,3,Synthetic data for demo,rejected,2025-05-31
315,90,vacation,2025-06-05,2025-06-06,2,Synthetic data for demo,approved,2025-05-26
316,89,emergency,2025-06-06,2025-06-07,2,Synthetic data for demo,approved,2025-05-27
317,41,unpaid,2025-06-06,2025-06-09,4,Synthetic data for demo,rejected,2025-05-21
318,111,unpaid,2025-06-06,2025-06-07,2,Synthetic data for demo,approved,2025-05-30
319,80,unpaid,2025-06-06,2025-06-08,3,Synthetic data for demo,approved,2025-05-25
