id,user_id,leave_type,start_date,end_date,days_requested,reason,status,created_at,department,position,hire_date,start_month,start_dow,lead_time_days,duration_days,employee_tenure_days
46,71,vacation,2025-02-16,2025-02-19,4,Synthetic data for demo,approved,2025-01-31,Sales,Manager,2023-05-11,2,6,16,4,631
47,111,annual,2025-02-17,2025-02-19,3,Synthetic data for demo,pending,2025-02-14,Finance,Senior,2020-07-19,2,0,3,3,1671
48,6,vacation,2025-02-17,2025-02-21,5,Synthetic data for demo,rejected,2025-02-16,Operations,Staff,2018-03-14,2,0,1,5,2531
49,13,unpaid,2025-02-17,2025-02-17,1,Synthetic data for demo,approved,2025-02-04,Sales,Senior,2017-06-27,2,0,13,1,2779
50,75,annual,2025-02-17,2025-02-17,1,Synthetic data for demo,approved,2025-02-12,HR,Lead,2019-01-02,2,0,5,1,2233
51,29,sick,2025-02-18,2025-02-18,1,Synthetic data for demo,approved,2025-01-31,Sales,Staff,2019-09-26,2,1,18,1,1954
52,73,annual,2025-02-21,2025-02-25,5,Synthetic data for demo,rejected,2025-02-16,IT,Senior,2025-02-22,2,4,5,5,-6
53,30,annual,2025-02-21,2025-02-21,1,Synthetic data for demo,pending,2025-02-18,Sales,Manager,2022-11-08,2,4,3,1,833
54,93,sick,2025-02-22,2025-02-22,1,Synthetic data for demo,approved,2025-02-19,Sales,Staff,2021-05-02,2,5,3,1,1389
55,65,personal,2025-02-22,2025-02-25,4,Synthetic data for demo,pending,2025-02-13,Finance,Manager,2019-12-16,2,5,9,4,1886
56,19,emergency,2025-02-23,2025-02-25,3,Synthetic data for demo,approved,2025-02-04,IT,Lead,2021-01-11,2,6,19,3,1485
57,62,personal,2025-02-23,2025-02-23,1,Synthetic data for demo,approved,2025-02-18,Finance,Senior,2019-01-30,2,6,5,1,2211
58,45,sick,2025-02-24,2025-02-24,1,Synthetic data for demo,pending,2025-02-12,Operations,Manager,2025-01-12,2,0,12,1,31
59,56,annual,2025-02-24,2025-02-25,2,Synthetic data for demo,approved,2025-02-11,HR,Staff,2017-12-03,2,0,13,2,2627
60,54,annual,2025-02-24,2025-02-24,1,Synthetic data for demo,approved,2025-02-16,Marketing,Lead,2018-03-21,2,0,8,1,2524
61,70,personal,2025-02-25,2025-02-28,4,Synthetic data for demo,approved,2025-02-17,HR,Manager,2016-05-25,2,1,8,4,3190
62,16,sick,2025-02-25,2025-02-25,1,Synthetic data for demo,approved,2025-02-23,Finance,Manager,2016-05-20,2,1,2,1,3201
63,37,vacation,2025-02-25,2025-02-28,4,Synthetic data for demo,approved,2025-02-13,Sales,Senior,2021-04-16,2,1,12,4,1399
64,114,vacation,2025-02-26,2025-02-28,3,Synthetic data for demo,approved,2025-02-20,Operations,Senior,2016-07-23,2,2,6,3,3134
65,51,vacation,2025-02-26,2025-02-26,1,Synthetic data for demo,approved,2025-02-21,HR,Manager,2017-07-07,2,2,5,1,2786
66,30,personal,2025-02-27,2025-03-02,4,Synthetic data for demo,approved,2025-02-16,Sales,Manager,2022-11-08,2,3,11,4,831
67,76,vacation,2025-02-27,2025-03-03,5,Synthetic data for demo,rejected,2025-02-17,Sales,Lead,2022-12-01,2,3,10,5,809
68,67,annual,2025-02-27,2025-03-03,5,Synthetic data for demo,approved,2025-02-13,Marketing,Senior,2022-08-05,2,3,14,5,923
69,63,annual,2025-02-27,2025-02-28,2,Synthetic data for demo,rejected,2025-02-21,Finance,Staff,2024-04-16,2,3,6,2,311
70,9,annual,2025-02-28,2025-03-04,5,Synthetic data for demo,approved,2025-02-26,Operations,Senior,2018-03-30,2,4,2,5,2525
71,68,sick,2025-02-28,2025-03-01,2,Synthetic data for demo,approved,2025-02-26,Finance,Lead,2016-12-29,2,4,2,2,2981
72,90,personal,2025-03-02,2025-03-05,4,Synthetic data for demo,approved,2025-02-27,Operations,Lead,2022-07-07,3,6,3,4,966
73,61,unpaid,2025-03-02,2025-03-06,5,Synthetic data for demo,rejected,2025-02-21,IT,Senior,2016-09-14,3,6,9,5,3082
74,38,emergency,2025-03-02,2025-03-02,1,Synthetic data for demo,approved,2025-02-16,Operations,Senior,2018-04-02,3,6,14,1,2512
75,26,personal,2025-03-03,2025-03-05,3,Synthetic data for demo,approved,2025-02-27,HR,Staff,2021-04-01,3,0,4,3,1428
76,51,unpaid,2025-03-03,2025-03-07,5,Synthetic data for demo,approved,2025-02-27,HR,Manager,2017-07-07,3,0,4,5,2792
77,101,unpaid,2025-03-03,2025-03-06,4,Synthetic data for demo,approved,2025-02-28,Sales,Staff,2022-05-08,3,0,3,4,1027
78,101,vacation,2025-03-04,2025-03-07,4,Synthetic data for demo,approved,2025-02-14,Sales,Staff,2022-05-08,3,1,18,4,1013
79,19,vacation,2025-03-05,2025-03-05,1,Synthetic data for demo,approved,2025-02-27,IT,Lead,2021-01-11,3,2,6,1,1508
80,120,vacation,2025-03-05,2025-03-07,3,Synthetic data for demo,approved,2025-02-27,IT,Lead,2017-02-27,3,2,6,3,2922
81,30,vacation,2025-03-06,2025-03-09,4,Synthetic data for demo,approved,2025-02-23,Sales,Manager,2022-11-08,3,3,11,4,838
82,112,vacation,2025-03-06,2025-03-10,5,Synthetic data for demo,rejected,2025-02-20,Finance,Manager,2017-10-08,3,3,14,5,2692
83,103,personal,2025-03-06,2025-03-08,3,Synthetic data for demo,approved,2025-02-16,Operations,Senior,2022-12-15,3,3,18,3,794
84,15,vacation,2025-03-06,2025-03-10,5,Synthetic data for demo,approved,2025-02-17,Finance,Staff,2019-01-15,3,3,17,5,2225
85,64,sick,2025-03-06,2025-03-06,1,Synthetic data for demo,pending,2025-02-26,Sales,Lead,2022-12-17,3,3,8,1,802
86,41,sick,2025-03-07,2025-03-08,2,Synthetic data for demo,pending,2025-03-06,Sales,Lead,2021-08-08,3,4,1,2,1306
87,83,vacation,2025-03-07,2025-03-09,3,Synthetic data for demo,approved,2025-02-24,Finance,Manager,2018-06-24,3,4,11,3,2437
88,1,unpaid,2025-03-08,2025-03-12,5,Synthetic data for demo,approved,2025-02-24,Sales,Lead,2025-01-17,3,5,12,5,38
89,119,annual,2025-03-08,2025-03-11,4,Synthetic data for demo,rejected,2025-03-02,Marketing,Staff,2016-05-24,3,5,6,4,3204
90,116,emergency,2025-03-09,2025-03-13,5,Synthetic data for demo,approved,2025-02-28,Marketing,Manager,2023-05-30,3,6,9,5,640
91,116,unpaid,2025-03-09,2025-03-12,4,Synthetic data for demo,pending,2025-03-06,Marketing,Manager,2023-05-30,3,6,3,4,646
92,36,annual,2025-03-10,2025-03-10,1,Synthetic data for demo,approved,2025-02-21,Sales,Lead,2018-03-10,3,0,17,1,2540
93,119,vacation,2025-03-10,2025-03-11,2,Synthetic data for demo,approved,2025-02-19,Marketing,Staff,2016-05-24,3,0,19,2,3193
94,9,sick,2025-03-10,2025-03-13,4,Synthetic data for demo,approved,2025-02-27,Operations,Senior,2018-03-30,3,0,11,4,2526
95,97,annual,2025-03-10,2025-03-12,3,Synthetic data for demo,approved,2025-02-22,Finance,Manager,2020-08-05,3,0,16,3,1662
96,45,emergency,2025-03-11,2025-03-11,1,Synthetic data for demo,rejected,2025-02-26,Operations,Manager,2025-01-12,3,1,13,1,45
97,93,vacation,2025-03-12,2025-03-12,1,Synthetic data for demo,pending,2025-02-28,Sales,Staff,2021-05-02,3,2,12,1,1398
98,54,personal,2025-03-12,2025-03-12,1,Synthetic data for demo,approved,2025-03-01,Marketing,Lead,2018-03-21,3,2,11,1,2537
99,4,vacation,2025-03-12,2025-03-15,4,Synthetic data for demo,approved,2025-02-22,Operations,Manager,2024-12-30,3,2,18,4,54
100,94,vacation,2025-03-13,2025-03-17,5,Synthetic data for demo,approved,2025-03-04,HR,Senior,2025-02-09,3,3,9,5,23
101,48,vacation,2025-03-13,2025-03-15,3,Synthetic data for demo,approved,2025-02-24,HR,Senior,2023-10-25,3,3,17,3,488
102,42,emergency,2025-03-14,2025-03-16,3,Synthetic data for demo,pending,2025-02-26,Marketing,Lead,2021-04-17,3,4,16,3,1411
103,77,vacation,2025-03-14,2025-03-15,2,Synthetic data for demo,approved,2025-03-11,HR,Senior,2020-07-19,3,4,3,2,1696
104,69,sick,2025-03-15,2025-03-15,1,Synthetic data for demo,approved,2025-03-08,HR,Manager,2021-06-05,3,5,7,1,1372
105,43,sick,2025-03-15,2025-03-16,2,Synthetic data for demo,approved,2025-02-24,Sales,Lead,2025-02-22,3,5,19,2,2
106,77,vacation,2025-03-15,2025-03-17,3,Synthetic data for demo,pending,2025-03-07,HR,Senior,2020-07-19,3,5,8,3,1692
107,116,personal,2025-03-15,2025-03-18,4,Synthetic data for demo,approved,2025-03-08,Marketing,Manager,2023-05-30,3,5,7,4,648
108,108,vacation,2025-03-15,2025-03-17,3,Synthetic data for demo,pending,2025-03-08,Operations,Manager,2024-11-12,3,5,7,3,116
109,103,vacation,2025-03-16,2025-03-17,2,Synthetic data for demo,approved,2025-03-09,Operations,Senior,2022-12-15,3,6,7,2,815
110,105,vacation,2025-03-16,2025-03-16,1,Synthetic data for demo,rejected,2025-03-05,HR,Staff,2024-10-03,3,6,11,1,153
111,71,vacation,2025-03-16,2025-03-19,4,Synthetic data for demo,approved,2025-02-25,Sales,Manager,2023-05-11,3,6,19,4,656
112,120,emergency,2025-03-16,2025-03-17,2,Synthetic data for demo,pending,2025-02-28,IT,Lead,2017-02-27,3,6,16,2,2923
113,13,personal,2025-03-17,2025-03-18,2,Synthetic data for demo,approved,2025-02-26,Sales,Senior,2017-06-27,3,0,19,2,2801
114,113,sick,2025-03-17,2025-03-19,3,Synthetic data for demo,pending,2025-03-02,HR,Staff,2016-06-16,3,0,15,3,3181
115,13,sick,2025-03-17,2025-03-17,1,Synthetic data for demo,approved,2025-03-12,Sales,Senior,2017-06-27,3,0,5,1,2815
116,6,sick,2025-03-18,2025-03-18,1,Synthetic data for demo,approved,2025-03-03,Operations,Staff,2018-03-14,3,1,15,1,2546
117,8,emergency,2025-03-18,2025-03-20,3,Synthetic data for demo,approved,2025-03-14,HR,Manager,2022-04-12,3,1,4,3,1067
118,35,annual,2025-03-19,2025-03-19,1,Synthetic data for demo,approved,2025-03-16,IT,Manager,2018-01-05,3,2,3,1,2627
119,61,vacation,2025-03-19,2025-03-19,1,Synthetic data for demo,approved,2025-03-12,IT,Senior,2016-09-14,3,2,7,1,3101
120,72,vacation,2025-03-20,2025-03-21,2,Synthetic data for demo,approved,2025-03-13,Sales,Senior,2021-07-04,3,3,7,2,1348
121,28,vacation,2025-03-20,2025-03-21,2,Synthetic data for demo,approved,2025-03-02,IT,Manager,2021-08-17,3,3,18,2,1293
122,60,emergency,2025-03-20,2025-03-22,3,Synthetic data for demo,approved,2025-03-08,Marketing,Lead,2024-05-04,3,3,12,3,308
123,11,sick,2025-03-21,2025-03-21,1,Synthetic data for demo,approved,2025-03-18,HR,Staff,2021-06-30,3,4,3,1,1357
124,14,personal,2025-03-21,2025-03-23,3,Synthetic data for demo,approved,2025-03-16,IT,Manager,2019-09-19,3,4,5,3,2005
125,34,personal,2025-03-22,2025-03-26,5,Synthetic data for demo,approved,2025-03-04,Sales,Staff,2024-07-20,3,5,18,5,227
126,93,annual,2025-03-22,2025-03-23,2,Synthetic data for demo,pending,2025-03-17,Sales,Staff,2021-05-02,3,5,5,2,1415
127,89,vacation,2025-03-23,2025-03-27,5,Synthetic data for demo,rejected,2025-03-20,Operations,Senior,2016-03-13,3,6,3,5,3294
128,73,sick,2025-03-23,2025-03-25,3,Synthetic data for demo,approved,2025-03-15,IT,Senior,2025-02-22,3,6,8,3,21
129,99,sick,2025-03-23,2025-03-23,1,Synthetic data for demo,approved,2025-03-15,Operations,Manager,2020-07-26,3,6,8,1,1693
130,102,emergency,2025-03-24,2025-03-27,4,Synthetic data for demo,approved,2025-03-21,Operations,Staff,2017-02-11,3,0,3,4,2960
131,107,personal,2025-03-24,2025-03-25,2,Synthetic data for demo,approved,2025-03-21,Sales,Senior,2016-09-11,3,0,3,2,3113
132,96,unpaid,2025-03-25,2025-03-27,3,Synthetic data for demo,approved,2025-03-07,IT,Lead,2016-09-15,3,1,18,3,3095
133,2,annual,2025-03-26,2025-03-26,1,Synthetic data for demo,approved,2025-03-09,Finance,Manager,2021-08-11,3,2,17,1,1306
134,20,vacation,2025-03-26,2025-03-29,4,Synthetic data for demo,approved,2025-03-17,Sales,Lead,2024-05-29,3,2,9,4,292
135,72,personal,2025-03-27,2025-03-27,1,Synthetic data for demo,pending,2025-03-22,Sales,Senior,2021-07-04,3,3,5,1,1357
136,101,personal,2025-03-27,2025-03-28,2,Synthetic data for demo,approved,2025-03-17,Sales,Staff,2022-05-08,3,3,10,2,1044
137,48,emergency,2025-03-27,2025-03-29,3,Synthetic data for demo,approved,2025-03-13,HR,Senior,2023-10-25,3,3,14,3,505
138,96,personal,2025-03-28,2025-03-30,3,Synthetic data for demo,approved,2025-03-20,IT,Lead,2016-09-15,3,4,8,3,3108
139,93,vacation,2025-03-28,2025-04-01,5,Synthetic data for demo,approved,2025-03-19,Sales,Staff,2021-05-02,3,4,9,5,1417
140,18,unpaid,2025-03-28,2025-03-29,2,Synthetic data for demo,approved,2025-03-24,Finance,Senior,2024-01-05,3,4,4,2,444
141,111,annual,2025-03-28,2025-04-01,5,Synthetic data for demo,approved,2025-03-21,Finance,Senior,2020-07-19,3,4,7,5,1706
142,57,emergency,2025-03-28,2025-03-31,4,Synthetic data for demo,approved,2025-03-11,IT,Staff,2022-08-21,3,4,17,4,933
143,54,annual,2025-03-29,2025-03-29,1,Synthetic data for demo,pending,2025-03-12,Marketing,Lead,2018-03-21,3,5,17,1,2548
144,96,sick,2025-03-29,2025-03-29,1,Synthetic data for demo,rejected,2025-03-25,IT,Lead,2016-09-15,3,5,4,1,3113
145,55,unpaid,2025-03-29,2025-03-29,1,Synthetic data for demo,approved,2025-03-13,Finance,Senior,2021-11-26,3,5,16,1,1203
146,87,annual,2025-03-29,2025-04-01,4,Synthetic data for demo,approved,2025-03-21,Operations,Manager,2024-03-15,3,5,8,4,371
147,70,vacation,2025-03-30,2025-04-03,5,Synthetic data for demo,approved,2025-03-23,HR,Manager,2016-05-25,3,6,7,5,3224
148,46,vacation,2025-03-30,2025-04-02,4,Synthetic data for demo,approved,2025-03-27,Operations,Staff,2022-12-08,3,6,3,4,840
149,37,vacation,2025-03-30,2025-04-02,4,Synthetic data for demo,pending,2025-03-16,Sales,Senior,2021-04-16,3,6,14,4,1430
150,57,annual,2025-03-31,2025-04-03,4,Synthetic data for demo,approved,2025-03-21,IT,Staff,2022-08-21,3,0,10,4,943
151,25,vacation,2025-04-01,2025-04-03,3,Synthetic data for demo,approved,2025-03-27,IT,Lead,2021-05-17,4,1,5,3,1410
152,29,vacation,2025-04-02,2025-04-03,2,Synthetic data for demo,rejected,2025-03-27,Sales,Staff,2019-09-26,4,2,6,2,2009
153,106,annual,2025-04-02,2025-04-02,1,Synthetic data for demo,pending,2025-03-14,Sales,Lead,2019-06-11,4,2,19,1,2103
154,43,sick,2025-04-02,2025-04-06,5,Synthetic data for demo,approved,2025-03-15,Sales,Lead,2025-02-22,4,2,18,5,21
155,37,personal,2025-04-02,2025-04-04,3,Synthetic data for demo,rejected,2025-03-31,Sales,Senior,2021-04-16,4,2,2,3,1445
156,10,sick,2025-04-03,2025-04-04,2,Synthetic data for demo,pending,2025-03-26,Operations,Senior,2017-11-02,4,3,8,2,2701
157,71,emergency,2025-04-03,2025-04-06,4,Synthetic data for demo,approved,2025-03-28,Sales,Manager,2023-05-11,4,3,6,4,687
158,113,sick,2025-04-04,2025-04-05,2,Synthetic data for demo,approved,2025-03-17,HR,Staff,2016-06-16,4,4,18,2,3196
159,47,annual,2025-04-04,2025-04-05,2,Synthetic data for demo,approved,2025-03-22,Finance,Manager,2022-07-05,4,4,13,2,991
160,50,vacation,2025-04-04,2025-04-04,1,Synthetic data for demo,rejected,2025-03-30,Sales,Staff,2023-08-17,4,4,5,1,591
161,17,annual,2025-04-04,2025-04-08,5,Synthetic data for demo,approved,2025-03-24,Sales,Manager,2019-04-06,4,4,11,5,2179
162,64,vacation,2025-04-04,2025-04-05,2,Synthetic data for demo,approved,2025-03-30,Sales,Lead,2022-12-17,4,4,5,2,834
163,48,vacation,2025-04-05,2025-04-07,3,Synthetic data for demo,approved,2025-03-29,HR,Senior,2023-10-25,4,5,7,3,521
164,16,annual,2025-04-05,2025-04-05,1,Synthetic data for demo,pending,2025-03-26,Finance,Manager,2016-05-20,4,5,10,1,3232
165,18,personal,2025-04-05,2025-04-05,1,Synthetic data for demo,approved,2025-04-01,Finance,Senior,2024-01-05,4,5,4,1,452
166,31,sick,2025-04-05,2025-04-06,2,Synthetic data for demo,pending,2025-04-02,Sales,Manager,2021-08-24,4,5,3,2,1317
167,1,personal,2025-04-05,2025-04-06,2,Synthetic data for demo,approved,2025-03-17,Sales,Lead,2025-01-17,4,5,19,2,59
168,49,unpaid,2025-04-06,2025-04-06,1,Synthetic data for demo,rejected,2025-03-21,Marketing,Staff,2016-03-02,4,6,16,1,3306
169,111,vacation,2025-04-07,2025-04-09,3,Synthetic data for demo,approved,2025-04-06,Finance,Senior,2020-07-19,4,0,1,3,1722
170,7,personal,2025-04-07,2025-04-10,4,Synthetic data for demo,rejected,2025-03-25,Finance,Lead,2017-09-02,4,0,13,4,2761
171,96,sick,2025-04-07,2025-04-08,2,Synthetic data for demo,approved,2025-03-20,IT,Lead,2016-09-15,4,0,18,2,3108
172,67,vacation,2025-04-08,2025-04-12,5,Synthetic data for demo,approved,2025-03-31,Marketing,Senior,2022-08-05,4,1,8,5,969
173,55,vacation,2025-04-10,2025-04-10,1,Synthetic data for demo,approved,2025-03-23,Finance,Senior,2021-11-26,4,3,18,1,1213
174,57,annual,2025-04-11,2025-04-13,3,Synthetic data for demo,approved,2025-04-04,IT,Staff,2022-08-21,4,4,7,3,957
175,11,annual,2025-04-11,2025-04-14,4,Synthetic data for demo,approved,2025-03-23,HR,Staff,2021-06-30,4,4,19,4,1362
176,54,annual,2025-04-11,2025-04-14,4,Synthetic data for demo,pending,2025-03-27,Marketing,Lead,2018-03-21,4,4,15,4,2563
177,55,personal,2025-04-11,2025-04-13,3,Synthetic data for demo,approved,2025-04-04,Finance,Senior,2021-11-26,4,4,7,3,1225
178,114,personal,2025-04-12,2025-04-12,1,Synthetic data for demo,approved,2025-03-29,Operations,Senior,2016-07-23,4,5,14,1,3171
179,88,vacation,2025-04-12,2025-04-16,5,Synthetic data for demo,approved,2025-04-04,HR,Manager,2024-03-31,4,5,8,5,369
180,42,sick,2025-04-13,2025-04-14,2,Synthetic data for demo,approved,2025-03-31,Marketing,Lead,2021-04-17,4,6,13,2,1444
181,88,sick,2025-04-13,2025-04-16,4,Synthetic data for demo,approved,2025-03-28,HR,Manager,2024-03-31,4,6,16,4,362
182,21,vacation,2025-04-14,2025-04-14,1,Synthetic data for demo,approved,2025-04-08,Sales,Senior,2016-11-09,4,0,6,1,3072
183,35,emergency,2025-04-14,2025-04-18,5,Synthetic data for demo,approved,2025-03-27,IT,Manager,2018-01-05,4,0,18,5,2638
184,116,emergency,2025-04-14,2025-04-16,3,Synthetic data for demo,pending,2025-04-02,Marketing,Manager,2023-05-30,4,0,12,3,673
185,74,vacation,2025-04-14,2025-04-15,2,Synthetic data for demo,approved,2025-04-02,IT,Senior,2017-01-19,4,0,12,2,2995
186,65,annual,2025-04-15,2025-04-17,3,Synthetic data for demo,approved,2025-04-08,Finance,Manager,2019-12-16,4,1,7,3,1940
187,54,annual,2025-04-15,2025-04-19,5,Synthetic data for demo,approved,2025-03-29,Marketing,Lead,2018-03-21,4,1,17,5,2565
188,103,vacation,2025-04-15,2025-04-17,3,Synthetic data for demo,approved,2025-03-30,Operations,Senior,2022-12-15,4,1,16,3,836
189,41,annual,2025-04-16,2025-04-17,2,Synthetic data for demo,approved,2025-04-01,Sales,Lead,2021-08-08,4,2,15,2,1332
190,76,vacation,2025-04-16,2025-04-18,3,Synthetic data for demo,approved,2025-04-03,Sales,Lead,2022-12-01,4,2,13,3,854
191,35,vacation,2025-04-16,2025-04-18,3,Synthetic data for demo,approved,2025-04-04,IT,Manager,2018-01-05,4,2,12,3,2646
192,35,annual,2025-04-16,2025-04-17,2,Synthetic data for demo,pending,2025-04-05,IT,Manager,2018-01-05,4,2,11,2,2647
193,21,sick,2025-04-16,2025-04-16,1,Synthetic data for demo,rejected,2025-04-09,Sales,Senior,2016-11-09,4,2,7,1,3073
194,84,sick,2025-04-17,2025-04-20,4,Synthetic data for demo,approved,2025-04-08,HR,Senior,2025-07-07,4,3,9,4,-90
195,4,personal,2025-04-18,2025-04-20,3,Synthetic data for demo,pending,2025-04-12,Operations,Manager,2024-12-30,4,4,6,3,103
196,118,sick,2025-04-18,2025-04-22,5,Synthetic data for demo,rejected,2025-04-15,HR,Senior,2025-06-25,4,4,3,5,-71
197,30,annual,2025-04-18,2025-04-19,2,Synthetic data for demo,approved,2025-04-09,Sales,Manager,2022-11-08,4,4,9,2,883
198,14,personal,2025-04-19,2025-04-20,2,Synthetic data for demo,approved,2025-04-09,IT,Manager,2019-09-19,4,5,10,2,2029
199,96,unpaid,2025-04-19,2025-04-22,4,Synthetic data for demo,pending,2025-04-18,IT,Lead,2016-09-15,4,5,1,4,3137
200,22,sick,2025-04-21,2025-04-23,3,Synthetic data for demo,approved,2025-04-06,Finance,Senior,2016-05-31,4,0,15,3,3232
